"categoryId","categoryTitle","chargeId","chargeCode","degreeCode","chargeTitle","chargeDescription","degreeId","degreeLabel","classification","tags","severityScore","baseFine","baseTime","modifierIds","liabilityOptions","legalOverview","legalPrinciples","hasLegalPrinciples"
"offenses-involving-fraud","Offenses Involving Fraud","fraud-and-forgery","EF-PC-03-004","EF-PC-03-004-B","Fraud and Forgery","Deceptive conduct involving material false statements, altered records, false documents, or unauthorized signatures used to obtain a benefit or cause a loss.","forgery","Forgery","misdemeanor","commercial;economic;fraud;identity-document;licensing-status;misdemeanor;possession","175.5","650","15","cooperation;restitution-made;high-value-loss;multiple-victims;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Forgery focuses on false or unauthorized documents and records, including electronic records, used or prepared for deceptive purposes.","The evidence should identify the writing, document, record, signature, credential, or electronic entry that was false or unauthorized. | The suspect must know the item is false, altered, or unauthorized and intend that it be accepted as genuine or relied upon. | Reports should preserve the document or image, identify the true authority or signer, and explain how the forged item was used or intended to be used.","True"
"offenses-involving-fraud","Offenses Involving Fraud","money-laundering","EF-PC-03-005","EF-PC-03-005-A","Money Laundering","Handling, moving, concealing, or operating through criminal proceeds in a way that disguises their source, ownership, location, or control.","money-laundering","Money Laundering","felony","commercial;economic;felony;fraud;identity-document;possession;sale-transfer","313.2","4000","25","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1","Money laundering addresses criminal proceeds and the steps taken to make those proceeds appear legitimate or harder to trace.","The funds, goods, or assets should be tied to suspected criminal activity rather than ordinary unexplained wealth alone. | The conduct should show concealment, movement, storage, conversion, or business use that helps disguise source, ownership, or control. | Reports should document transaction records, cash or asset movement, business involvement, communications, and the suspected underlying criminal activity.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","trespassing","EF-PC-04-001","EF-PC-04-001-A","Trespassing","Unauthorized entry onto, remaining on, or return to property after notice, exclusion, or obvious restricted access, with elevated treatment for secured government facilities.","trespassing","Trespassing","misdemeanor","government;licensing-status;misdemeanor;property;property-damage","71.3","455","5","public-servant-victim;cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Trespassing focuses on notice and lack of consent: the suspect must know or reasonably understand they are not allowed to be on the property.","The property owner, authorized agent, lawful occupant, or peace officer should have authority to exclude the suspect. | Notice can come from direct instruction, prior warning, posted signs, locked or secured boundaries, or other clear restricted-access facts. | Reports should document who gave notice, what was said or posted, the suspect's opportunity to leave, and whether they remained or returned.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","trespassing","EF-PC-04-001","EF-PC-04-001-B","Trespassing","Unauthorized entry onto, remaining on, or return to property after notice, exclusion, or obvious restricted access, with elevated treatment for secured government facilities.","felony-trespassing","Felony Trespassing","felony","felony;government;licensing-status;property;property-damage","188.7","1500","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony trespassing is reserved for secured or restricted government spaces where unauthorized entry creates an elevated risk to public operations, safety, evidence, detention, or infrastructure.","The location should be government-owned, government-managed, or clearly restricted for official operations. | The suspect must know or reasonably understand the area is secured or restricted and that they lack authorization. | Reports should document fences, locks, keycards, guards, restricted signs, verbal warnings, bypassed barriers, and the suspect's purpose or conduct inside.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","arson","EF-PC-04-002","EF-PC-04-002-A","Arson","Intentional or malicious burning, ignition, explosive fire damage, or facilitation of burning to structures, land, vehicles, or other property without authorization.","arson","Arson","felony","explosive-related;felony;property;property-damage;weapon-related","300","2500","25","public-servant-victim;cooperation;restitution-made;organized-activity;high-value-loss;occupied-structure-or-vehicle;multiple-victims;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Arson focuses on intentional ignition or facilitation of fire damage, even when the resulting damage is limited or firefighters contain the fire quickly.","The evidence should support intentional, malicious, or knowing fire-setting rather than accidental ignition alone. | The affected property may include structures, land, vehicles, personal property, or government property, with risk to people and spread relevant to charging decisions. | Reports should document ignition source, accelerants, burn patterns, witness observations, surveillance, suspect statements, damage, injuries, evacuation, and fire response.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","vandalism","EF-PC-04-003","EF-PC-04-003-A","Vandalism","Defacing, damaging, destroying, or tampering with property without consent, including elevated treatment for government-owned or government-controlled property.","vandalism","Vandalism","infraction","government;infraction;justice-system;licensing-status;property;property-damage","10","100","0","organized-activity;high-value-loss;citation-discretion","principal fine x1 time x1","Vandalism focuses on unauthorized physical damage, defacement, or impairment of property, even when repair costs are low.","The property should belong to someone other than the suspect or be jointly owned in a way that does not give the suspect consent to damage it. | The conduct must cause defacement, damage, destruction, impairment, or unauthorized alteration beyond ordinary use or accidental wear. | Reports should include photographs, owner statements, repair or cleanup estimates, tools or materials used, and any admissions or surveillance.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","vandalism","EF-PC-04-003","EF-PC-04-003-B","Vandalism","Defacing, damaging, destroying, or tampering with property without consent, including elevated treatment for government-owned or government-controlled property.","vandalism-of-government-property","Vandalism of Government Property","misdemeanor","government;justice-system;misdemeanor;property;property-damage","118.7","350","10","cooperation;restitution-made;organized-activity;high-value-loss;occupied-structure-or-vehicle;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","This degree applies when vandalism targets government property, public infrastructure, emergency resources, official vehicles, public buildings, or other agency-controlled assets.","The government connection should be documented through agency ownership, lease, operation, control, markings, location, or official use. | The conduct should involve unauthorized damage, defacement, destruction, impairment, or tampering, not merely criticism, presence, or lawful use of public space. | Reports should document the agency property interest, photographs, repair needs, service disruption, safety impact, and evidence tying the suspect to the damage.","True"
"offenses-involving-damage-to-property","Offenses Involving Damage to Property","littering","EF-PC-04-004","EF-PC-04-004-A","Littering","Improper dumping, abandoning, or placing of trash, waste, debris, or foreign substances outside approved containers or disposal areas.","littering","Littering","infraction","infraction;property;property-damage","12.2","150","0","citation-discretion","principal fine x1 time x1","Littering is a citation-level property and public-cleanliness offense focused on improper disposal rather than ownership of the land alone.","The item should be waste, debris, discarded property, or a foreign substance left somewhere other than an approved container or disposal site. | The suspect should knowingly place, abandon, or leave the item, though identity can be shown through direct observation, admissions, records, or distinctive discarded material. | Reports should document the location, type and amount of litter, photographs, cleanup or safety concerns, and the evidence connecting the suspect to the disposal.","True"
"offenses-against-public-administration","Offenses Against Public Administration","bribery-of-a-government-official","EF-PC-05-001","EF-PC-05-001-A","Bribery of a Government Official","Corrupt offers, payments, gifts, benefits, or promises intended to influence the official duties or judgment of a government official, government employee, or peace officer.","bribery-of-a-government-official","Bribery of a Government Official","felony","alcohol-intoxication;felony;government;justice-system","214.1","200","20","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Bribery focuses on corrupt intent: the thing of value must be connected to influencing official conduct, not merely ordinary gratitude or a lawful fee.","The recipient should be a government official, government employee, peace officer, or someone the suspect believes can influence official action. | The offer or benefit must be tied to a requested official act, omission, decision, discretion, access, or favorable treatment. | Reports should document the exact offer, the requested official action, timing, communications, witnesses, money or property involved, and any response by the official.","True"
"offenses-against-public-administration","Offenses Against Public Administration","anti-mask-law","EF-PC-05-002","EF-PC-05-002-A","Anti-Mask Law","Mask or face-covering conduct that interferes with identification during a crime or after a lawful removal request inside a government facility.","anti-mask-law","Anti-Mask Law","infraction","government;identity-document;infraction;justice-system","12.2","150","0","citation-discretion","principal fine x1 time x1","This offense should be applied to concealment that affects identification, crime investigation, or secure government operations, not ordinary face coverings without suspicious or obstructive conduct.","For crime-related masking, the mask should reasonably conceal identity during or immediately connected to another offense. | For government facilities, there should be a lawful identification, safety, or security reason for the removal request and the suspect should be given a clear opportunity to comply. | Reports should document the underlying offense or facility rule, the removal request, the suspect's response, surveillance, and why identification mattered.","True"
"offenses-against-public-administration","Offenses Against Public Administration","possession-of-contraband-in-a-government-facility","EF-PC-05-003","EF-PC-05-003-A","Possession of Contraband in a Government Facility","Possession of prohibited items inside a government facility or controlled government area, with felony treatment reserved for dangerous, escape-related, or coordinated contraband.","minor-facility-contraband","Minor Facility Contraband","misdemeanor","government;justice-system;misdemeanor;possession","87.3","300","7","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Minor Facility Contraband applies to knowing possession of non-dangerous prohibited items inside a government facility or controlled government area.","The location should be a government facility, detention area, courthouse, station, secured office, or controlled operational area. | The item should be prohibited by rule, posted notice, officer instruction, booking policy, or facility security practice. | This degree should cover non-dangerous items such as unauthorized phones, recording devices, ordinary tools, restricted personal property, nuisance items, or other facility-banned items that are not weapons, controlled substances, escape tools, or evidence-compromising items. | If the item is a weapon, firearm, controlled substance, restraint key, escape tool, or item intended for a detainee's escape or violence, evaluate Dangerous Government-Facility Contraband instead. | Reports should document the facility, rule or security basis, item found, possession or control facts, suspect knowledge, warnings or signage, and any lawful authorization claim.","True"
"offenses-against-public-administration","Offenses Against Public Administration","possession-of-contraband-in-a-government-facility","EF-PC-05-003","EF-PC-05-003-B","Possession of Contraband in a Government Facility","Possession of prohibited items inside a government facility or controlled government area, with felony treatment reserved for dangerous, escape-related, or coordinated contraband.","dangerous-government-facility-contraband","Dangerous Government-Facility Contraband","felony","controlled-substance;felony;firearm-related;government;justice-system;possession;weapon-related","211.6","1000","18","cooperation;organized-activity;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6","Dangerous Government-Facility Contraband applies to knowing possession or attempted introduction of items that materially threaten facility safety, custody security, evidence integrity, or government operations.","The item should be a weapon, firearm, controlled substance, restraint key, escape tool, evidence-compromising item, or comparable object that creates a serious safety or custody risk. | The government-facility nexus should be clear, such as a jail, courthouse holding area, police station, secured government office, evidence area, transport detail, or controlled operational space. | The suspect must know or reasonably understand they possess the item and lack lawful authorization in that setting. | Weapon-used should apply only when the weapon is used, displayed, brandished, or carried for immediate use during the incident, not merely because the contraband item is a weapon. | If the facts show coordinated smuggling for a detainee, escape planning, officer bribery, multiple dangerous items, or actual use during an escape or jailbreak, evaluate Aggravated Facility Contraband. | Reports should document the item, location, security checkpoint or controlled area, possession facts, intended recipient if any, facility rule, authorization claim, and why the item created elevated risk.","True"
"offenses-against-public-administration","Offenses Against Public Administration","possession-of-contraband-in-a-government-facility","EF-PC-05-003","EF-PC-05-003-C","Possession of Contraband in a Government Facility","Possession of prohibited items inside a government facility or controlled government area, with felony treatment reserved for dangerous, escape-related, or coordinated contraband.","aggravated-facility-contraband","Aggravated Facility Contraband","felony","controlled-substance;felony;firearm-related;government;justice-system;possession;public-safety;violent;weapon-related","344.7","2000","30","cooperation;organized-activity;weapon-used;firearm-discharged;multiple-victims;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6;accessory fine x0.2 time x0.67","Aggravated Facility Contraband applies when dangerous contraband is connected to escape, jailbreak, violence, detainee delivery, coordinated smuggling, corruption, or serious compromise of a secure government function.","The contraband should involve a serious institutional risk, such as weapons, firearms, drugs for detainee use, restraint keys, escape tools, explosives, or items used to defeat facility security. | Aggravation should be based on facts such as planned delivery to a detainee, coordinated smuggling, officer bribery, multiple participants, multiple dangerous items, escape planning, violence, or actual breach of secure custody. | This degree should not be used merely because ordinary facility contraband was found in a government building. | If the contraband is actually used in an escape, assault, hostage-taking, or jailbreak, those charges should be evaluated separately. | Reports should document the contraband, participants, communications, delivery route, intended recipient, facility vulnerability, security breach, use of force if any, and connection to escape, violence, or corruption.","True"
"offenses-against-public-administration","Offenses Against Public Administration","escape-and-jailbreak","EF-PC-05-004","EF-PC-05-004-A","Escape and Jailbreak","Unlawful departure from lawful detention or custody, with aggravated treatment for secure-custody breaches, weapons, violence, outside assistance, or major security risk.","misdemeanor-escape-from-detention","Misdemeanor Escape from Detention","misdemeanor","government;justice-system;misdemeanor","147.4","750","12","cooperation;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor Escape from Detention applies to unlawful departure from temporary lawful detention, arrest, booking, transport, or officer-controlled custody when the escape does not involve a secure facility breach, violence, weapons, coordinated assistance, or serious custody risk.","There must be lawful detention, arrest, booking, transport, guard detail, or other officer-controlled custody at the time of departure. | The suspect must know or reasonably understand they are not free to leave. | Mere departure from a traffic stop or consensual encounter should not qualify unless custody or detention was clearly established. | This degree should not apply to routine failure to stop, ordinary evading, or leaving before officers establish lawful detention. | If the suspect escapes from jail, courthouse holding, correctional transport, or secured custody, evaluate Felony Escape from Custody. | Reports should document the custody status, officer authority, commands or warnings, restraints if any, method of departure, whether pursuit occurred, and how the suspect knew they were not free to leave.","True"
"offenses-against-public-administration","Offenses Against Public Administration","escape-and-jailbreak","EF-PC-05-004","EF-PC-05-004-B","Escape and Jailbreak","Unlawful departure from lawful detention or custody, with aggravated treatment for secure-custody breaches, weapons, violence, outside assistance, or major security risk.","felony-escape-from-custody","Felony Escape from Custody","felony","felony;government;justice-system","288.7","1500","25","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony Escape from Custody applies to unlawful departure from secure or formal custody where the escape compromises correctional, court, transport, or supervised detention operations.","The custody setting should be jail, prison, courthouse holding, correctional transport, hospital guard detail, work detail, parole custody, or another formal secure detention arrangement. | The suspect must knowingly leave, flee, or remain absent from lawful custody after understanding they are not free to leave. | This degree does not require violence or outside assistance, but the custody setting should be more serious than ordinary field detention. | If force, weapons, hostages, coordinated assistance, escape tools, injury, or serious security breach are present, evaluate Aggravated Escape. | Reports should document the custody authority, facility or transport status, restraints or guard conditions, timeline, method of escape, recovery or continued absence, and any security failure or assistance.","True"
"offenses-against-public-administration","Offenses Against Public Administration","escape-and-jailbreak","EF-PC-05-004","EF-PC-05-004-C","Escape and Jailbreak","Unlawful departure from lawful detention or custody, with aggravated treatment for secure-custody breaches, weapons, violence, outside assistance, or major security risk.","aggravated-escape","Aggravated Escape","felony","felony;government;justice-system;public-safety;violent","454.8","3000","40","cooperation;organized-activity;weapon-used;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6;accessory fine x0.2 time x0.6667","Aggravated Escape applies when an escape or attempted escape involves violence, weapons, hostages, coordinated assistance, escape tools, injury, major security breach, or custody tied to a serious felony.","The underlying custody must be lawful, and the suspect or participant must know the person is not free to leave. | Aggravating facts may include force, threats, weapon use, firearm discharge, hostage-taking, escape tools, outside assistance, vehicle extraction, coordinated planning, injury, or breach of a secure facility. | This degree may apply to the escaping person and to major participants who knowingly help accomplish the aggravated escape. | If another person assists a detained person's escape as the main conduct, Jailbreak may also be appropriate or may be the better charge depending on local policy. | Reports should document custody status, participants, planning, tools, vehicles, force or threats, victims endangered, injuries, communications, route, and whether the person remained at large.","True"
"offenses-against-public-administration","Offenses Against Public Administration","escape-and-jailbreak","EF-PC-05-004","EF-PC-05-004-D","Escape and Jailbreak","Unlawful departure from lawful detention or custody, with aggravated treatment for secure-custody breaches, weapons, violence, outside assistance, or major security risk.","jailbreak","Jailbreak","felony","felony;government;justice-system;violent","350","2500","30","cooperation;organized-activity;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6;accessory fine x0.2 time x0.6667","Jailbreak applies to outside or inside assistance that helps another person escape lawful custody, including planning, tools, force, transport, or concealment.","The person being assisted should be under lawful detention, arrest, incarceration, transport, or official guard at the time. | The suspect must knowingly assist the escape or attempted escape, not merely be present or unaware of the custody status. | Reports should document the assisted person's custody status, the suspect's role, tools or vehicles used, force or threats, communications, and the escape route.","True"
"offenses-against-public-administration","Offenses Against Public Administration","perjury","EF-PC-05-005","EF-PC-05-005-A","Perjury","Knowingly false material statements made under oath, in sworn testimony, or in documents submitted to a court or judicial proceeding.","perjury","Perjury","felony","felony;government;justice-system","263.2","4000","20","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Perjury requires a knowingly false statement about a material fact in a sworn or court-connected setting.","The statement must be made under oath, sworn certification, deposition, court testimony, or a signed court document that carries a truth requirement. | The falsehood must be material, meaning it could affect a judicial decision, proceeding, warrant, order, or fact-finding issue. | Reports should preserve the exact statement, proof of oath or certification, evidence showing falsity, and why the statement mattered to the proceeding.","True"
"offenses-against-public-administration","Offenses Against Public Administration","court-order-and-appearance-violations","EF-PC-05-006","EF-PC-05-006-A","Court Order and Appearance Violations","Knowingly violating lawful court orders, restraining orders, summonses, appearance requirements, or direct courtroom commands.","violation-of-a-restraining-order","Violation of a Restraining Order","misdemeanor","government;justice-system;misdemeanor;public-order","172.9","525","15","public-servant-victim;cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","This degree turns on notice and specific order terms: the suspect must know the order exists and then violate a condition it actually contains.","Officers should confirm the order is active, valid, and applicable to the suspect and protected person or location. | The suspect must have notice of the order through service, court appearance, acknowledgment, prior enforcement, or another reliable source. | Reports should document the order terms, notice, prohibited conduct, victim statements, messages, distance, locations, and any threats or repeated contacts.","True"
"offenses-against-public-administration","Offenses Against Public Administration","court-order-and-appearance-violations","EF-PC-05-006","EF-PC-05-006-B","Court Order and Appearance Violations","Knowingly violating lawful court orders, restraining orders, summonses, appearance requirements, or direct courtroom commands.","violating-a-court-order","Violating a Court Order","misdemeanor","government;justice-system;misdemeanor","128.3","800","10","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","This degree applies when a lawful court order is clear enough to obey and the suspect knowingly violates it.","The order should be active, lawful, and sufficiently specific for the suspect to understand what is required or prohibited. | The suspect must have notice of the order and a meaningful ability to comply before criminal enforcement is appropriate. | Reports should include the court order, notice or service history, the violated term, evidence of noncompliance, and any explanation offered by the suspect.","True"
"offenses-against-public-administration","Offenses Against Public Administration","court-order-and-appearance-violations","EF-PC-05-006","EF-PC-05-006-C","Court Order and Appearance Violations","Knowingly violating lawful court orders, restraining orders, summonses, appearance requirements, or direct courtroom commands.","failure-to-appear","Failure to Appear","misdemeanor","government;justice-system;misdemeanor","125.5","650","10","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Failure to Appear focuses on a missed required appearance after valid notice, not confusion, lack of service, or a continued hearing.","There should be a valid summons, subpoena, notice, release condition, or court order requiring appearance at a specific time and place. | The suspect must have actual or legally sufficient notice and no approved continuance, cancellation, or documented lawful excuse. | Reports should document the appearance notice, service or acknowledgment, scheduled date and time, court record of nonappearance, and any later explanation.","True"
"offenses-against-public-administration","Offenses Against Public Administration","court-order-and-appearance-violations","EF-PC-05-006","EF-PC-05-006-D","Court Order and Appearance Violations","Knowingly violating lawful court orders, restraining orders, summonses, appearance requirements, or direct courtroom commands.","contempt-of-court","Contempt of Court","misdemeanor","commercial;economic;government;justice-system;misdemeanor","67.3","300","5","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Contempt protects the court process and should be based on obstruction or disobedience of a lawful court command, not mere frustration, criticism, or poor manners by itself.","The conduct should occur in or directly affect a court proceeding, court order, courtroom function, or judicial command. | When practical, the person should receive a clear warning or direct instruction before enforcement, unless the disruption or refusal is severe or immediate. | Reports should document the judge's command, the warning given, the disruptive conduct, effect on proceedings, witnesses, and any repeated refusal to comply.","True"
"offenses-against-public-administration","Offenses Against Public Administration","embezzlement","EF-PC-05-007","EF-PC-05-007-A","Embezzlement","Misappropriation of money, property, or assets entrusted to a person through employment, office, agency, or another position of trust.","embezzlement","Embezzlement","misdemeanor","commercial;economic;government;justice-system;misdemeanor;sale-transfer","181.6","1000","15","cooperation;restitution-made;organized-activity;high-value-loss;multiple-victims;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Embezzlement differs from ordinary theft because the suspect initially has lawful access or control, then misuses the entrusted property.","The property or funds should be entrusted to the suspect through work, office, agency, account access, storage, management, or another relationship of trust. | The suspect must intentionally convert, withhold, divert, or use the property for an unauthorized purpose. | Reports should document the trust relationship, account or inventory records, authorization limits, transfers or withdrawals, communications, and the amount or property involved.","True"
"offenses-against-public-administration","Offenses Against Public Administration","unlawful-practice","EF-PC-05-008","EF-PC-05-008-A","Unlawful Practice","Providing non-medical legal, emergency, trade, or similarly regulated professional services without required authorization, license, certification, or lawful permission.","unlawful-practice","Unlawful Practice","misdemeanor","government;justice-system;licensing-status;misdemeanor","188.7","1500","15","cooperation;organized-activity;high-value-loss;multiple-victims;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Unlawful Practice targets non-medical regulated services where unlicensed work can expose others to legal, safety, financial, or official-process harm.","The service should be one that reasonably requires a license, certification, government authorization, or official appointment in this jurisdiction and is not primarily medical treatment, prescription authority, surgery, clinical scope, or medical credentialing. | The suspect must perform, offer, advertise, or hold themselves out as authorized to provide the regulated service without required authority. | Use Unauthorized Medical Practice, Medical Scope-of-Practice Violation, Aggravated Unauthorized Medical Practice, or Medical Credential Fraud when the medical act or medical status is central; use Unlawful Practice only when any medical reference is incidental to a broader non-medical regulated-service violation. | Reports should document the service offered or performed, any claimed credential, victim reliance, payment or benefit, records, and verification that no valid authorization existed.","True"
"offenses-against-public-administration","Offenses Against Public Administration","misuse-of-emergency-systems","EF-PC-05-009","EF-PC-05-009-A","Misuse of Emergency Systems","Knowingly false, abusive, or non-emergency use of emergency reporting systems, panic alarms, or dispatch resources.","misuse-of-emergency-systems","Misuse of Emergency Systems","infraction","government;infraction;justice-system","24.5","600","0","citation-discretion","principal fine x1 time x1","This infraction addresses misuse of emergency reporting tools while preserving room for good-faith mistakes during stressful or uncertain situations.","The report or activation should be knowingly false, abusive, frivolous, or unrelated to a reasonable emergency need. | Good-faith calls based on mistaken but reasonable fear, confusion, injury, or developing danger should not be charged as misuse. | Reports should document the call or activation, dispatch logs, caller statements, known facts at the time, units diverted, and whether warnings were given.","True"
"offenses-against-public-administration","Offenses Against Public Administration","resisting-arrest","EF-PC-05-011","EF-PC-05-011-A","Resisting Arrest","Knowingly resisting, delaying, obstructing, or evading a peace officer during a lawful arrest, detention, or attempt to take custody by non-vehicular means.","resisting-arrest","Resisting Arrest","misdemeanor","government;justice-system;misdemeanor","127.4","750","10","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Resisting Arrest focuses on knowing interference with a lawful detention or arrest, especially physical resistance or foot flight after a clear command.","The officer should be acting under lawful authority and should communicate a detention, arrest, command to stop, or custody instruction when practical. | The suspect's conduct should materially delay, obstruct, or resist custody; mere questions, confusion, or passive verbal disagreement should be handled carefully. | Reports should document officer commands, suspect awareness, physical resistance or flight, use of force, injuries, witnesses, body camera details, and why the encounter was lawful.","True"
"offenses-against-public-administration","Offenses Against Public Administration","interference-with-emergency-medical-services","EF-PC-05-012","EF-PC-05-012-A","Interference with Emergency Medical Services","Willful delay, obstruction, disruption, or interference with EMS, EMTs, paramedics, rescue personnel, or emergency medical scene operations during an active emergency.","interference-with-emergency-medical-services","Interference with Emergency Medical Services","misdemeanor","emergency-services;government;justice-system;medical-practice;misdemeanor;public-safety","131.6","1000","10","cooperation;organized-activity;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Interference with Emergency Medical Services protects active emergency medical and rescue operations from willful obstruction that delays care or scene safety.","EMS, EMTs, paramedics, ambulance crews, hospital emergency personnel, firefighters, rescue personnel, or comparable responders should be discharging or attempting to discharge emergency duties. | The suspect's conduct must willfully and materially delay, obstruct, disrupt, impede, or interfere with triage, treatment, patient access, patient transport, ambulance movement, rescue efforts, or lawful emergency-scene directions. | Examples include blocking a stretcher or ambulance, entering a treatment area after warnings, refusing lawful scene-safety directions, disrupting triage, pulling responders away from patient care, or disorderly conduct that delays medical or rescue work. | Mere presence, questions, verbal criticism, or recording from a lawful place should not be charged by itself unless it materially interferes with emergency duties after a clear opportunity to move or stop. | Use assault, battery, kidnapping, reckless endangerment, or other applicable charges when the conduct includes violence, threats, patient seizure, or independent injury risk beyond obstruction. | Reports should document the active emergency, responder duties, clear commands or warnings when practical, the specific obstruction, delay or safety impact, patient-care effect, witnesses, body camera or scene footage, and any related charges.","True"
"offenses-against-public-order","Offenses Against Public Order","peace-officer-compliance","EF-PC-06-001","EF-PC-06-001-A","Peace Officer Compliance","Failures to comply with lawful peace officer commands or lawful identification requirements during detentions, investigations, arrests, or controlled scenes.","disobeying-a-peace-officer","Disobeying a Peace Officer","infraction","commercial;economic;government;identity-document;infraction;licensing-status;public-order;sale-transfer","13.2","175","0","citation-discretion","principal fine x1 time x1","This infraction is about noncompliance with a lawful public-safety command, not punishing disagreement or questions by themselves.","The order should be clear, lawful, and connected to an official duty such as safety, investigation, traffic control, detention, or scene management. | The suspect must have a reasonable opportunity to hear, understand, and comply with the order before enforcement when circumstances allow. | Reports should document the exact command, who gave it, why it was lawful and necessary, the suspect's response, warnings, and any scene risk created.","True"
"offenses-against-public-order","Offenses Against Public Order","peace-officer-compliance","EF-PC-06-001","EF-PC-06-001-B","Peace Officer Compliance","Failures to comply with lawful peace officer commands or lawful identification requirements during detentions, investigations, arrests, or controlled scenes.","failure-to-provide-identification","Failure to Provide Identification","misdemeanor","commercial;economic;government;identity-document;licensing-status;misdemeanor;public-order;sale-transfer","28.7","350","1","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Failure to provide identification requires a lawful basis for the identification demand and a knowing refusal or materially false evasion.","The officer should have a lawful detention, arrest, citation, traffic stop, booking, or other legal basis requiring identification. | The suspect must refuse, conceal identity, provide materially incomplete identifying information, or otherwise prevent reasonable identification after a clear request. | Reports should document the lawful basis, the identification request, warnings, the suspect's answer or refusal, and any later identification evidence.","True"
"offenses-against-public-order","Offenses Against Public Order","public-disorder","EF-PC-06-002","EF-PC-06-002-A","Public Disorder","Public conduct that creates violence, immediate risk, substantial disturbance, or group disorder beyond ordinary disagreement, speech, or inconvenience.","disorderly-conduct","Disorderly Conduct","infraction","alcohol-intoxication;infraction;public-order;violent","11.2","125","0","citation-discretion","principal fine x1 time x1","Disorderly conduct should be tied to concrete disruptive behavior and actual public impact, not merely unpopular speech, style, or presence.","The conduct should involve fighting, threats, dangerous behavior, lewd conduct, intoxication-related risk, or a substantial disturbance in a public or publicly accessible place. | Offensive words alone should not be enough unless they are paired with threats, fighting words, incitement, or conduct likely to produce immediate disorder. | Reports should document the conduct observed, location, witnesses, warnings, victim or public impact, safety risk, and any refusal to stop.","True"
"offenses-against-public-order","Offenses Against Public Order","public-disorder","EF-PC-06-002","EF-PC-06-002-B","Public Disorder","Public conduct that creates violence, immediate risk, substantial disturbance, or group disorder beyond ordinary disagreement, speech, or inconvenience.","disturbing-the-peace","Disturbing the Peace","infraction","infraction;public-order;violent","10","100","0","citation-discretion","principal fine x1 time x1","Disturbing the peace is a low-level public-order offense focused on unreasonable disturbance after notice or clear impact.","The disturbance should be more than ordinary conversation, protest, vehicle movement, or brief inconvenience. | When practical, officers should give a warning or document why the disturbance was already substantial enough to cite without warning. | Reports should document noise level or conduct, time, place, complaints, witnesses, warnings, duration, and how the peace was disturbed.","True"
